"gene"	"DMSO1"	"DMSO2"	"DMSO3"	"MTX1"	"MTX2"	"MTX3"
"YCL059C"	213	229	148	188	215	206
"YCL061C"	121	89	46	167	129	142
"YCL063W"	184	214	133	229	369	233
"YCL064C"	6891	5473	3520	7459	8107	4364
"YCL065W"	0	0	0	0	0	0
"YCL066W"	0	0	0	0	0	0
"YCL067C"	0	0	0	0	0	0
"YCL068C"	0	0	0	0	0	0
"YCL069W"	0	0	0	0	0	0
"YCL073C"	0	0	0	0	0	0
"YCL076W"	0	0	0	0	0	0
"YCR001W"	0	0	0	3	1	2
"YCR002C"	1291	1305	756	1484	1499	1106
"YCR003W"	289	230	136	331	354	279
"YCR004C"	1980	1936	1514	2008	2119	1843
"YCR005C"	328	269	131	2003	3356	3028
"YCR006C"	4	10	3	1	1	1
"YCR007C"	59	34	22	108	114	142
"YCR008W"	441	446	206	584	589	466
"YCR009C"	1048	839	493	800	982	929
"YCR010C"	7	6	0	7	9	8
"YCR011C"	151	157	98	331	389	334
"YCR012W"	31789	25461	17322	25361	28717	24084
"YCR013C"	0	0	0	0	0	0
"YCR014C"	20	10	5	19	17	21
"YCR015C"	1059	802	545	661	844	1050
"YCR016W"	204	153	83	146	150	107
"YCR017C"	134	100	57	202	261	190
"YCR018C"	2	1	2	33	43	30
"YCR018C-A"	24	20	17	13	15	24
"YCR019W"	84	78	49	47	41	114
"YCR020C"	57	38	27	100	117	103
"YCR020C-A"	295	289	222	465	607	642
"YCR020W-B"	227	201	142	156	242	273
"YCR021C"	977	324	29	39	58	96
"YCR022C"	3	6	2	11	0	3
"YCR023C"	106	75	46	180	175	81
"YCR024C"	160	147	92	229	273	185
"YCR024C-A"	20	20	12	1	5	0
"YCR024C-B"	502	478	326	2178	2656	2077
"YCR025C"	0	5	1	6	1	3
"YCR026C"	54	53	23	159	107	142
"YCR027C"	106	113	85	137	127	122
"YCR028C"	37	32	14	97	87	73
"YCR028C-A"	4187	4422	2811	2384	2762	3237
"YCR030C"	1638	1466	754	1100	1276	1295
"YCR031C"	17660	18560	15270	4597	5233	7139
"YCR032W"	118	181	108	361	460	304
"YCR033W"	456	419	164	422	592	287
"YCR034W"	217	164	84	196	247	144
"YCR035C"	139	139	81	291	134	153
"YCR036W"	621	621	457	793	869	815
"YCR037C"	315	250	245	597	764	1131
"YCR038C"	16	14	12	23	21	24
"YCR038W-A"	0	0	0	0	0	0
"YCR039C"	0	0	0	0	0	0
"YCR040W"	0	0	0	0	0	0
"YCR041W"	4	7	12	4	2	1
"YCR042C"	99	52	29	101	55	108
"YCR043C"	746	916	639	692	806	658
"YCR044C"	141	148	69	134	176	147
"YCR045C"	3	1	2	19	24	12
"YCR045W-A"	0	2	4	0	0	0
"YCR046C"	1050	953	645	1041	1323	1080
"YCR047C"	473	427	318	630	599	279
"YCR047W-A"	0	0	0	6	0	2
"YCR048W"	78	83	65	146	129	38
"YCR049C"	0	0	0	0	0	0
"YCR050C"	0	0	1	0	1	2
"YCR051W"	468	446	378	656	776	616
"YCR052W"	371	251	186	224	219	189
"YCR053W"	2317	1997	1126	1112	1260	1217
"YCR054C"	131	129	55	159	172	116
"YCR057C"	185	155	62	88	62	82
"YCR059C"	103	120	61	141	95	135
"YCR060W"	91	104	70	664	931	219
"YCR061W"	60	44	22	318	303	249
"YCR063W"	14	1	1	6	1	1
"YCR064C"	35	29	42	25	31	12
"YCR065W"	147	128	74	392	461	265
"YCR066W"	82	67	33	63	43	55
"YCR067C"	299	208	138	425	445	222
"YCR068W"	3	0	1	0	0	0
"YCR069W"	296	216	201	944	1150	829
"YCR071C"	196	146	110	184	186	200
"YCR072C"	229	206	127	123	130	111
"YCR073C"	35	33	12	50	63	68
"YCR073W-A"	303	311	156	155	181	133
"YCR075C"	78	42	36	35	34	31
"YCR075W-A"	151	145	106	284	243	201
"YCR076C"	215	271	151	439	565	704
"YCR077C"	512	449	200	443	441	442
"YCR079W"	72	74	38	119	166	125
"YCR081C-A"	8	4	4	0	0	2
"YCR081W"	25	14	6	17	6	15
"YCR082W"	817	873	693	1373	1472	1184
"YCR083W"	18	35	10	37	43	37
"YCR084C"	2225	1879	838	1404	1356	760
"YCR085W"	68	74	50	28	12	28
"YCR086W"	127	100	52	107	121	108
"YCR087C-A"	200	202	188	320	340	199
"YCR087W"	20	24	14	49	57	17
"YCR088W"	2548	1941	830	1298	1239	1708
"YCR089W"	109	93	63	312	322	191
"YCR090C"	252	179	142	165	168	253
"YCR091W"	22	21	11	33	27	38
"YCR092C"	172	164	83	144	162	143
"YCR093W"	265	253	111	244	318	300
"YCR094W"	37	40	19	24	34	49
"YCR095C"	101	95	63	75	119	140
"YCR095W-A"	2	0	0	0	0	1
"YCR096C"	0	0	0	0	0	0
"YCR097W"	228	172	92	444	551	435
"YCR097W-A"	0	0	0	0	0	0
"YCR098C"	10	4	2	8	20	12
"YCR099C"	0	0	1	2	0	4
"YCR100C"	0	1	0	0	0	0
"YCR101C"	0	1	1	1	3	0
"YCR102C"	6	0	0	0	2	0
"YCR102W-A"	0	0	0	0	0	0
"YCR104W"	0	1	0	0	0	2
"YCR105W"	2	1	6	20	27	45
"YCR106W"	4	1	6	3	9	9
"YCR107W"	2	1	4	29	27	27
"YCR108C"	0	0	0	0	0	0
"YDL001W"	186	218	96	171	136	250
"YDL002C"	315	271	187	522	647	456
"YDL003W"	344	260	150	450	371	366
"YDL004W"	3367	3473	1993	8844	11323	11432
"YDL005C"	376	346	254	464	488	426
"YDL006W"	146	141	100	127	238	264
"YDL007C-A"	2	0	0	7	6	7
"YDL007W"	1531	1222	585	1267	1481	1286
"YDL008W"	243	181	158	446	600	315
"YDL009C"	20	3	11	2	6	1
"YDL010W"	287	162	110	320	498	514
"YDL011C"	0	0	0	0	0	0
"YDL012C"	632	629	451	602	682	895
"YDL013W"	231	166	101	302	329	295
"YDL014W"	3402	3103	1123	1848	1576	1191
"YDL015C"	153	105	57	92	68	67
"YDL016C"	1	0	0	1	2	2
"YDL017W"	65	77	47	75	94	152
"YDL018C"	150	119	75	84	104	198
"YDL019C"	291	267	182	625	609	372
"YDL020C"	502	407	265	470	473	492
"YDL021W"	132	122	65	352	427	792
"YDL022C-A"	0	0	0	0	0	1
"YDL022W"	2047	1908	1075	1818	2383	1597
"YDL023C"	0	0	0	0	0	0
"YDL024C"	2	1	0	1	2	1
"YDL025C"	56	71	15	133	97	136
"YDL025W-A"	7	7	5	8	9	4
"YDL026W"	0	0	0	2	2	1
"YDL027C"	120	98	85	245	350	195
"YDL028C"	340	318	164	397	411	444
"YDL029W"	1188	1135	451	661	642	792
"YDL030W"	87	162	62	390	426	267
"YDL031W"	237	198	114	255	216	259
"YDL032W"	3	0	0	15	7	4
"YDL033C"	38	19	32	25	30	56
"YDL034W"	0	0	0	0	0	0
"YDL035C"	122	93	55	302	290	244
"YDL036C"	177	99	48	93	92	85
"YDL037C"	3	2	0	0	0	0
"YDL039C"	19	18	32	108	73	75
"YDL040C"	1475	1373	856	955	1044	1377
"YDL041W"	0	0	0	0	0	0
"YDL042C"	328	217	178	285	204	181
"YDL043C"	23	26	15	17	31	28
"YDL044C"	74	53	35	48	47	73
"YDL045C"	139	108	37	55	53	72
"YDL045W-A"	312	358	220	349	414	333
"YDL046W"	2202	1827	1442	2347	2545	1752
"YDL047W"	167	125	47	135	154	178
"YDL048C"	584	463	244	1523	1553	1862
"YDL049C"	63	54	40	57	51	77
"YDL050C"	0	0	0	0	0	1
"YDL051W"	787	521	440	572	451	505
"YDL052C"	249	206	139	165	177	177
"YDL053C"	264	230	151	488	550	374
"YDL054C"	65	62	52	242	208	195
"YDL055C"	11289	11346	5658	3967	3995	4306
"YDL056W"	110	109	56	135	122	127
"YDL057W"	71	155	31	150	115	179
"YDL058W"	281	197	133	688	578	380
"YDL059C"	153	202	122	280	382	611
"YDL060W"	45	45	11	27	37	18
"YDL061C"	10547	9704	6918	4660	5319	6910
"YDL062W"	0	0	0	1	2	9
"YDL063C"	127	93	43	46	44	42
"YDL064W"	639	701	583	483	516	506
"YDL065C"	361	280	143	382	439	418
"YDL066W"	239	227	99	223	300	326
"YDL067C"	4056	4083	2604	4990	7744	11128
"YDL068W"	8	8	2	26	11	15
"YDL069C"	85	82	58	147	190	169
"YDL070W"	440	331	209	334	390	320
"YDL071C"	2	21	17	4	23	8
"YDL072C"	890	671	389	825	895	785
"YDL073W"	169	128	68	171	154	212
"YDL074C"	806	737	491	916	925	503
"YDL075W"	13568	13671	11465	6900	7140	5747
"YDL076C"	441	346	230	311	352	448
"YDL077C"	81	85	42	97	159	111
"YDL078C"	1670	1619	1299	2333	2517	2711
"YDL079C"	201	146	75	655	781	667
"YDL080C"	182	184	118	285	351	437
"YDL081C"	25863	28311	23954	12058	15152	12878
"YDL082W"	3299	3231	2654	1112	1223	854
"YDL083C"	8276	8150	7079	2471	2736	2419
"YDL084W"	4068	3520	2027	1041	1140	1682
"YDL085C-A"	295	275	186	775	793	540
"YDL085W"	55	73	21	388	501	321
"YDL086C-A"	6	7	0	0	1	0
"YDL086W"	1233	1177	705	1349	1343	2854
"YDL087C"	11	5	6	1	9	5
"YDL088C"	620	445	279	551	546	449
"YDL089W"	34	7	5	31	37	35
"YDL090C"	96	70	83	104	99	84
"YDL091C"	123	47	37	73	101	93
"YDL092W"	454	431	394	378	413	376
"YDL093W"	37	18	7	37	22	29
"YDL094C"	2	0	4	1	6	2
"YDL095W"	137	95	63	81	142	100
"YDL096C"	0	0	0	0	0	0
"YDL097C"	1496	1721	769	943	1110	2630
"YDL098C"	71	52	28	93	69	81
"YDL099W"	929	791	461	664	740	596
"YDL100C"	736	711	416	310	280	305
"YDL101C"	227	199	114	437	608	654
"YDL102W"	161	161	80	203	174	205
"YDL103C"	466	351	201	187	207	249
"YDL104C"	38	28	17	75	71	111
"YDL105W"	22	20	7	48	44	13
"YDL106C"	89	111	80	112	127	139
"YDL107W"	101	86	35	92	87	310
"YDL108W"	240	193	93	145	121	204
"YDL109C"	5	9	0	0	8	2
"YDL110C"	1491	1503	968	3133	3159	3408
"YDL111C"	212	201	106	241	200	269
"YDL112W"	413	294	194	335	399	243
"YDL113C"	77	69	31	67	85	66
"YDL114W"	0	3	0	6	6	0
"YDL114W-A"	0	5	0	7	10	6
"YDL115C"	174	156	119	387	531	294
"YDL116W"	398	348	243	345	367	305
"YDL117W"	910	928	601	708	707	694
"YDL118W"	0	0	0	0	0	0
"YDL119C"	31	35	33	51	53	70
"YDL120W"	618	670	587	1502	1720	1207
"YDL121C"	105	104	54	129	138	164
"YDL122W"	192	162	92	129	66	117
"YDL123W"	86	76	34	13	12	14
"YDL124W"	5058	5231	4110	5455	6337	5869
"YDL125C"	3903	3912	2300	5180	6534	5220
"YDL126C"	4933	4307	3044	6170	6923	7679
"YDL127W"	146	154	123	152	154	208
"YDL128W"	177	142	109	131	170	185
"YDL129W"	8	7	12	10	24	12
"YDL130W"	41077	45124	44979	19968	21582	16722
"YDL130W-A"	1290	996	497	4882	5477	5521
"YDL131W"	2341	1911	826	1943	2054	1917
"YDL132W"	65	51	36	69	38	20
"YDL133C-A"	55349	47351	35621	22472	23758	21373
"YDL133W"	163	151	138	132	123	160
"YDL134C"	844	748	478	1124	1012	898
"YDL135C"	273	320	160	230	291	398
"YDL136W"	3238	3353	2764	2107	2725	1862
"YDL137W"	4573	4665	2850	4577	5630	5828
"YDL138W"	46	57	37	181	187	152
"YDL139C"	43	36	44	80	40	42
"YDL140C"	1022	1023	507	909	836	1362
"YDL141W"	315	256	115	209	236	255
"YDL142C"	119	122	84	92	126	115
"YDL143W"	911	755	476	758	516	563
"YDL144C"	422	351	245	444	442	429
"YDL145C"	1023	881	535	634	689	752
"YDL146W"	113	108	86	150	164	127
"YDL147W"	1345	1090	616	896	1090	1129
"YDL148C"	81	81	27	31	57	29
"YDL149W"	61	44	35	130	133	116
"YDL150W"	292	238	130	157	161	149
"YDL151C"	0	0	0	0	0	0
"YDL152W"	0	0	0	0	0	0
"YDL153C"	349	278	142	199	218	254
"YDL154W"	12	17	11	63	64	50
"YDL155W"	288	243	104	228	236	280
"YDL156W"	19	11	8	11	16	11
"YDL157C"	126	138	88	75	94	93
"YDL158C"	108	91	99	298	272	111
"YDL159C-B"	0	0	0	0	0	0
"YDL159W"	74	65	42	118	102	80
"YDL159W-A"	0	0	0	0	0	0
"YDL160C"	63	58	45	14	34	23
"YDL160C-A"	182	138	99	182	252	255
"YDL161W"	569	462	240	771	800	656
"YDL162C"	0	0	0	0	0	0
"YDL163W"	0	0	0	0	0	0
"YDL164C"	248	203	81	206	254	185
"YDL165W"	352	345	272	370	408	484
"YDL166C"	432	358	226	315	249	255
"YDL167C"	307	261	152	323	257	257
"YDL168W"	221	223	122	244	222	257
"YDL169C"	192	165	92	646	637	595
"YDL170W"	95	80	60	236	269	197
"YDL171C"	382	390	122	565	734	574
"YDL172C"	5	13	1	13	11	13
"YDL173W"	109	113	54	68	74	39
"YDL174C"	404	333	164	583	754	682
"YDL175C"	103	111	50	87	111	105
"YDL176W"	144	81	54	114	104	165
"YDL177C"	70	109	48	112	87	101
"YDL178W"	272	201	68	469	469	608
"YDL179W"	314	329	167	126	159	179
"YDL180W"	113	73	50	186	207	173
"YDL181W"	180	116	100	205	234	207
"YDL182W"	6625	6211	4361	3658	3247	2047
"YDL183C"	34	29	20	54	74	94
"YDL184C"	52503	45839	43030	37388	42873	41838
"YDL185C-A"	0	0	0	0	1	0
"YDL185W"	2390	1827	862	2003	1957	2454
"YDL186W"	1	1	0	3	3	0
"YDL187C"	35	24	29	182	116	67
"YDL188C"	181	128	91	139	164	129
"YDL189W"	315	306	144	182	189	303
"YDL190C"	152	124	64	80	103	211
"YDL191W"	4541	4766	3658	3466	4319	3262
"YDL192W"	3832	3291	1695	2319	2187	2766
"YDL193W"	59	66	48	61	69	78
"YDL194W"	50	50	20	91	107	113
"YDL195W"	1513	1315	811	953	1094	1089
"YDL196W"	2	0	0	0	0	0
"YDL197C"	91	79	37	124	110	85
"YDL198C"	2179	2006	937	2034	2267	3053
"YDL199C"	30	43	8	24	42	45
"YDL200C"	43	39	27	123	135	139
"YDL201W"	307	347	200	184	211	185
"YDL202W"	260	225	167	194	239	201
"YDL203C"	76	84	26	42	60	58
"YDL204W"	57	37	37	95	108	131
"YDL205C"	85	119	40	128	140	60
"YDL206W"	36	54	31	72	62	72
"YDL207W"	534	529	357	664	691	572
"YDL208W"	1016	973	610	892	691	524
"YDL209C"	22	34	18	29	17	28
"YDL210W"	14	6	10	69	74	24
"YDL211C"	28	25	20	29	9	9
"YDL212W"	508	349	182	215	241	243
"YDL213C"	388	300	201	397	376	300
"YDL214C"	10	15	7	51	59	64
"YDL215C"	362	287	114	805	886	992
"YDL216C"	88	61	46	129	169	95
"YDL217C"	265	298	200	321	240	338
"YDL218W"	0	0	1	2	2	1
"YDL219W"	147	115	70	66	66	133
"YDL220C"	16	7	0	23	19	47
"YDL221W"	3	0	2	5	3	4
"YDL222C"	12	7	8	9	6	3
"YDL223C"	1	2	0	0	0	0
"YDL224C"	735	692	390	952	1014	726
"YDL225W"	140	192	113	191	242	102
"YDL226C"	699	566	352	235	237	303
"YDL227C"	8	5	0	7	4	9
"YDL228C"	1	1	0	0	0	1
"YDL229W"	18373	16752	10656	7999	7489	8979
"YDL230W"	234	214	161	407	445	394
"YDL231C"	153	169	71	362	383	218
"YDL232W"	1217	1172	864	1265	1566	1200
"YDL233W"	100	127	64	111	145	105
"YDL234C"	144	138	84	193	192	282
"YDL235C"	225	153	92	110	154	84
"YDL236W"	549	651	295	376	460	142
"YDL237W"	128	117	52	102	92	144
"YDL238C"	58	44	17	77	99	93
"YDL239C"	21	20	14	53	99	45
"YDL240C-A"	0	2	0	0	0	0
"YDL240W"	43	35	33	24	21	27
"YDL241W"	30	18	6	28	13	21
"YDL242W"	0	0	0	0	1	0
"YDL243C"	40	26	11	97	110	88
"YDL244W"	0	0	0	0	0	0
"YDL245C"	0	0	0	0	0	0
"YDL246C"	0	0	0	0	0	0
"YDL247W"	0	0	0	0	0	0
"YDL247W-A"	0	0	0	0	0	0
"YDL248W"	7	0	0	0	2	1
"YDR001C"	920	765	431	1188	1237	915
"YDR002W"	4571	4516	2517	2074	2552	5844
"YDR003W"	0	3	1	1	0	0
"YDR003W-A"	385	312	273	352	568	289
"YDR004W"	51	53	31	113	129	106
"YDR005C"	287	251	111	317	335	487
"YDR006C"	388	285	216	498	526	505
"YDR007W"	813	773	565	694	876	1136
"YDR008C"	5	2	1	1	0	4
"YDR009W"	48	31	17	46	70	66
"YDR010C"	6	4	3	33	14	32
"YDR011W"	253	171	89	490	519	398
"YDR012W"	9145	7939	4906	5098	5196	4387
"YDR013W"	238	264	173	217	295	487
"YDR014W"	59	29	11	63	64	46
"YDR014W-A"	4	3	1	7	8	12
"YDR015C"	0	0	0	0	0	0
"YDR016C"	358	375	298	238	322	416
"YDR017C"	361	266	146	355	271	343
"YDR018C"	2	15	10	56	49	42
"YDR019C"	976	931	539	2535	2490	1834
"YDR020C"	38	23	16	36	30	52
"YDR021W"	69	75	29	43	39	159
"YDR022C"	147	169	117	613	637	604
"YDR023W"	1173	1051	427	584	543	541
"YDR024W"	0	0	0	0	0	0
"YDR025W"	12547	12271	10660	5729	5245	10303
"YDR026C"	91	77	29	109	101	86
"YDR027C"	369	302	198	333	346	226
"YDR028C"	485	479	209	665	799	573
"YDR029W"	0	0	0	0	0	0
"YDR030C"	38	36	27	76	89	62
"YDR031W"	386	280	218	452	648	529
"YDR032C"	5986	5417	3032	4645	5067	4563
"YDR033W"	1269	1064	648	2140	2374	1544
"YDR034C"	365	252	158	604	814	501
"YDR034C-A"	0	0	3	0	0	0
"YDR034W-B"	252	255	200	376	384	306
"YDR035W"	436	430	176	658	751	367
"YDR036C"	396	330	205	224	293	221
"YDR037W"	2072	1885	747	1419	1246	2703
"YDR038C"	37	51	27	197	151	113
"YDR039C"	0	0	0	0	0	0
"YDR040C"	0	0	0	0	0	0
"YDR041W"	613	562	362	1039	1260	1344
"YDR042C"	12	0	3	8	7	6
"YDR043C"	51	56	35	92	126	95
"YDR044W"	944	557	317	798	862	586
"YDR045C"	315	285	252	441	455	420
"YDR046C"	330	218	126	7	14	9
"YDR047W"	891	848	348	452	590	855
"YDR048C"	0	0	0	0	1	1
"YDR049W"	96	83	75	87	112	77
"YDR050C"	55033	60099	28451	39702	56302	76202
"YDR051C"	429	396	296	646	604	699
"YDR052C"	318	285	207	404	427	309
"YDR053W"	2	0	0	0	0	0
"YDR054C"	187	178	69	214	181	229
"YDR055W"	281	228	194	423	339	469
"YDR056C"	319	295	172	191	202	196
"YDR057W"	24	6	15	61	58	46
"YDR058C"	72	59	40	52	75	58
"YDR059C"	676	621	459	3126	2670	3811
"YDR060W"	467	277	182	449	211	274
"YDR061W"	266	237	105	286	277	329
"YDR062W"	114	64	39	110	151	88
"YDR063W"	1092	1083	864	1270	1513	1385
"YDR064W"	39621	42278	28779	19174	20420	13390
"YDR065W"	33	38	20	42	48	79
"YDR066C"	83	62	56	245	307	172
"YDR067C"	350	285	157	720	834	1068
"YDR068W"	208	163	144	359	468	412
"YDR069C"	235	191	108	213	298	231
"YDR070C"	250	231	119	3283	4000	3629
"YDR071C"	1014	935	596	655	783	1153
"YDR072C"	337	297	154	612	716	342
"YDR073W"	212	161	106	139	153	328
"YDR074W"	1165	938	551	938	856	995
"YDR075W"	102	62	63	215	184	83
"YDR076W"	19	4	5	96	60	68
"YDR077W"	42719	43251	23225	38967	48760	33131
"YDR078C"	68	54	29	115	85	146
"YDR079C-A"	111	78	62	132	150	189
"YDR079W"	489	566	455	1037	1366	877
"YDR080W"	118	97	51	208	229	246
"YDR081C"	146	175	72	234	308	193
"YDR082W"	9	10	4	2	3	9
"YDR083W"	234	193	114	137	132	93
"YDR084C"	268	219	117	92	154	180
"YDR085C"	82	81	37	392	461	381
"YDR086C"	1500	1532	1082	2153	2411	1543
"YDR087C"	259	239	112	151	122	98
"YDR088C"	91	34	33	93	97	109
"YDR089W"	1178	1162	519	1329	1499	1300
"YDR090C"	47	32	20	36	63	53
"YDR091C"	1018	998	554	650	736	448
"YDR092W"	871	941	642	997	1080	1135
"YDR093W"	121	63	34	66	104	50
"YDR094W"	0	0	0	3	11	1
"YDR095C"	2	6	0	0	0	1
"YDR096W"	204	205	95	286	303	292
"YDR097C"	368	251	123	362	449	460
"YDR098C"	1439	1475	914	1294	1365	1138
"YDR099W"	2368	2193	1346	1821	2046	2183
"YDR100W"	583	415	283	256	295	265
"YDR101C"	337	259	106	135	112	91
"YDR102C"	4	0	0	0	1	0
"YDR103W"	17	20	9	28	23	31
"YDR104C"	58	77	24	76	113	89
"YDR105C"	80	85	53	97	96	69
"YDR106W"	38	21	7	9	6	7
"YDR107C"	51	32	10	59	82	43
"YDR108W"	95	104	83	111	95	90
"YDR109C"	42	30	18	68	56	74
"YDR110W"	27	29	8	12	19	16
"YDR111C"	189	207	76	123	119	139
"YDR112W"	2	0	0	2	0	1
"YDR113C"	356	396	226	388	494	350
"YDR114C"	2	1	9	0	1	10
"YDR115W"	653	602	255	641	780	899
"YDR116C"	748	722	467	583	648	612
"YDR117C"	268	211	117	176	156	207
"YDR118W"	14	15	10	17	15	17
"YDR118W-A"	7	1	1	6	5	2
"YDR119W"	172	132	74	213	227	120
"YDR119W-A"	389	355	77	248	360	292
"YDR120C"	128	125	35	79	63	33
"YDR121W"	256	208	169	401	293	271
"YDR122W"	317	288	161	417	411	298
"YDR123C"	19	8	7	5	3	2
"YDR124W"	4	14	5	13	13	30
"YDR125C"	13	10	2	15	10	17
"YDR126W"	37	28	13	72	81	62
"YDR127W"	1595	1385	545	2897	3221	2341
"YDR128W"	279	167	131	319	409	427
"YDR129C"	2356	1891	971	1352	1583	1798
"YDR130C"	88	70	39	112	122	76
"YDR131C"	44	51	41	62	68	73
"YDR132C"	83	64	41	68	95	71
"YDR133C"	9794	8465	5801	1894	1992	1073
"YDR135C"	94	72	67	133	112	72
"YDR136C"	9	9	12	1	0	1
"YDR137W"	136	124	83	158	151	146
"YDR138W"	69	51	41	39	77	70
"YDR139C"	466	320	280	385	475	460
"YDR140W"	144	155	108	217	258	414
"YDR141C"	308	229	153	286	424	308
"YDR142C"	221	201	138	306	455	339
"YDR143C"	186	199	128	271	280	141
"YDR144C"	68	32	71	57	60	54
"YDR145W"	203	114	121	128	164	137
"YDR146C"	65	70	43	33	35	55
"YDR147W"	242	216	119	191	278	241
"YDR148C"	2827	2626	1373	4866	6164	6766
"YDR149C"	0	0	0	0	0	0
"YDR150W"	339	240	104	629	576	767
"YDR151C"	183	117	67	83	67	55
"YDR152W"	473	488	253	456	496	481
"YDR153C"	491	468	363	656	637	489
"YDR154C"	41	31	42	25	26	27
"YDR155C"	39	31	10	10	8	15
"YDR156W"	39	50	45	29	23	28
"YDR157W"	0	1	0	0	1	0
"YDR158W"	4905	4806	2885	3960	3876	5681
"YDR159W"	224	184	76	179	301	352
"YDR160W"	70	62	23	61	110	50
"YDR161W"	200	200	88	134	115	170
"YDR162C"	228	196	151	200	288	321
"YDR163W"	84	93	44	91	114	139
"YDR164C"	90	73	40	86	87	85
"YDR165W"	191	189	91	74	87	67
"YDR166C"	289	279	163	306	278	365
"YDR167W"	364	289	208	545	488	564
"YDR168W"	747	792	514	856	789	710
"YDR169C"	83	56	21	106	105	78
"YDR169C-A"	0	0	0	0	0	1
"YDR170C"	532	483	193	430	307	381
"YDR171W"	811	506	332	626	688	1053
"YDR172W"	411	381	222	245	291	208
"YDR173C"	74	95	23	130	138	79
"YDR174W"	1631	1446	962	1895	1595	642
"YDR175C"	413	274	211	495	493	378
"YDR176W"	177	129	87	90	153	187
"YDR177W"	687	542	310	944	701	889
"YDR178W"	7122	6730	3792	42480	45915	32446
"YDR179C"	27	20	20	37	37	13
"YDR179W-A"	108	115	62	146	171	124
"YDR180W"	83	111	49	67	120	102
"YDR181C"	92	93	97	124	97	232
"YDR182W"	104	59	44	109	168	177
"YDR182W-A"	4	6	3	0	7	4
"YDR183C-A"	0	0	0	0	0	0
"YDR183W"	75	50	37	83	83	93
"YDR184C"	4	7	2	7	1	5
"YDR185C"	123	61	43	51	59	44
"YDR186C"	263	172	67	257	207	247
"YDR187C"	0	0	0	0	0	0
"YDR188W"	943	688	383	446	539	346
"YDR189W"	130	118	62	72	94	28
"YDR190C"	407	380	159	214	221	201
"YDR191W"	83	107	65	89	61	47
"YDR192C"	178	143	95	191	216	190
"YDR193W"	0	0	0	0	0	2
"YDR194C"	179	140	88	152	166	112
"YDR194W-A"	0	1	0	0	0	0
"YDR195W"	242	196	97	107	114	108
"YDR196C"	241	227	166	225	292	311
"YDR197W"	124	103	56	122	144	162
"YDR198C"	45	42	16	45	40	51
"YDR199W"	6	2	5	0	0	0
"YDR200C"	169	187	154	218	214	181
"YDR201W"	205	150	101	93	133	128
"YDR202C"	97	61	54	97	113	166
"YDR203W"	0	0	0	0	2	0
"YDR204W"	130	84	96	293	298	259
"YDR205W"	137	124	55	168	284	299
"YDR206W"	137	126	53	161	180	110
"YDR207C"	79	78	29	33	62	40
"YDR208W"	381	401	203	435	448	358
"YDR209C"	0	0	0	0	0	0
"YDR210W"	406	365	235	112	129	178
"YDR211W"	569	395	215	308	369	215
"YDR212W"	1458	1350	922	928	1053	825
"YDR213W"	30	21	16	35	28	21
"YDR214W"	1510	1456	1275	1406	1692	2301
"YDR215C"	10	1	0	7	5	7
"YDR216W"	649	407	202	1278	1667	1257
"YDR217C"	46	41	18	76	80	84
"YDR218C"	4	9	4	9	8	15
"YDR219C"	335	216	143	331	280	311
"YDR220C"	0	0	0	0	0	0
"YDR221W"	31	15	3	42	51	60
"YDR222W"	33	21	13	24	22	14
"YDR223W"	4	20	1	13	19	19
"YDR224C"	11589	10510	5671	2885	2941	2557
"YDR225W"	15964	12850	9450	6038	6899	11155
"YDR226W"	6790	6379	4965	12111	13590	12247
"YDR227W"	218	182	44	413	397	465
"YDR228C"	151	116	97	122	104	54
"YDR229W"	160	148	64	150	147	160
"YDR230W"	2	4	0	0	1	0
"YDR231C"	375	265	151	591	672	711
"YDR232W"	214	142	107	269	361	263
"YDR233C"	548	519	265	463	531	368
"YDR234W"	1935	1803	730	1118	1169	762
"YDR235W"	110	98	25	90	98	85
"YDR236C"	174	204	144	198	300	346
"YDR237W"	377	350	198	257	285	249
"YDR238C"	380	316	177	390	354	316
"YDR239C"	155	129	65	215	248	280
"YDR240C"	91	76	61	136	120	89
"YDR241W"	60	78	31	146	114	151
"YDR242W"	66	40	13	228	236	239
"YDR243C"	90	63	42	104	112	79
"YDR244W"	412	304	271	337	402	356
"YDR245W"	170	144	101	168	213	117
"YDR246W"	192	153	128	176	234	190
"YDR246W-A"	1	2	0	8	24	2
"YDR247W"	680	462	174	1072	1396	990
"YDR248C"	102	95	47	136	111	142
"YDR249C"	105	163	120	187	224	220
"YDR250C"	8	1	5	0	0	1
"YDR251W"	479	295	180	411	391	329
"YDR252W"	218	233	113	273	308	243
"YDR253C"	179	176	133	198	325	285
"YDR254W"	138	121	65	124	172	158
"YDR255C"	17	11	7	15	22	4
"YDR256C"	5	28	16	51	65	78
"YDR257C"	29	19	14	9	11	3
"YDR258C"	749	488	335	1598	1614	2440
"YDR259C"	19	23	16	53	72	45
"YDR260C"	11	19	13	2	12	13
"YDR261C"	41	45	59	134	115	97
"YDR262W"	378	327	197	932	1282	1014
"YDR263C"	24	19	19	303	283	394
"YDR264C"	134	116	72	198	320	309
"YDR265W"	218	161	97	454	345	280
"YDR266C"	306	203	146	154	131	152
"YDR267C"	180	118	95	168	199	308
"YDR268W"	95	59	46	143	148	114
"YDR269C"	0	0	0	1	1	0
"YDR270W"	46	50	32	77	72	68
